Permutation,Candidates identified once (n),Candidates identified repeatedly (n),Proportion identified repeatedly
2350,507,137,0.2127329192546584
2351,517,139,0.21189024390243902
2352,478,144,0.2315112540192926
2353,524,126,0.19384615384615383
2354,502,142,0.2204968944099379
2355,514,138,0.2116564417177914
2356,501,145,0.22445820433436534
2357,504,143,0.22102009273570325
2358,494,141,0.2220472440944882
2359,506,138,0.21428571428571427
2360,490,153,0.2379471228615863
2361,518,135,0.20673813169984687
2362,516,140,0.21341463414634146
2363,509,134,0.208398133748056
2364,499,144,0.223950233281493
2365,498,149,0.2302936630602782
2366,506,137,0.2130637636080871
2367,506,142,0.2191358024691358
2368,518,133,0.20430107526881722
2369,483,147,0.23333333333333334
2370,502,141,0.2192846034214619
2371,485,148,0.23380726698262244
2372,507,138,0.21395348837209302
2373,504,140,0.21739130434782608
2374,519,138,0.2100456621004566
2375,484,140,0.22435897435897437
2376,503,137,0.2140625
2377,492,149,0.23244929797191888
2378,522,135,0.2054794520547945
2379,525,126,0.1935483870967742
2380,480,143,0.22953451043338685
2381,502,145,0.2241112828438949
2382,500,149,0.2295839753466872
2383,522,133,0.20305343511450383
2384,512,125,0.19623233908948196
2385,507,136,0.2115085536547434
2386,523,127,0.19538461538461538
2387,498,134,0.2120253164556962
2388,530,129,0.19575113808801214
2389,506,144,0.22153846153846155
2390,498,141,0.22065727699530516
2391,499,127,0.20287539936102236
2392,522,126,0.19444444444444445
2393,490,145,0.2283464566929134
2394,501,138,0.215962441314554
2395,480,152,0.24050632911392406
2396,498,146,0.2267080745341615
2397,490,146,0.22955974842767296
2398,480,144,0.23076923076923078
2399,511,130,0.20280811232449297
2400,497,138,0.2173228346456693
2401,498,130,0.2070063694267516
2402,516,136,0.2085889570552147
2403,506,144,0.22153846153846155
2404,505,134,0.20970266040688576
2405,502,135,0.2119309262166405
2406,497,134,0.21236133122028525
2407,490,149,0.23317683881064163
2408,497,147,0.22826086956521738
2409,500,145,0.2248062015503876
2410,495,135,0.21428571428571427
2411,492,142,0.22397476340694006
2412,512,134,0.20743034055727555
2413,504,142,0.21981424148606812
2414,523,117,0.1828125
2415,511,142,0.21745788667687596
2416,503,138,0.21528861154446177
2417,509,128,0.20094191522762953
2418,512,132,0.20496894409937888
2419,505,142,0.21947449768160743
2420,515,125,0.1953125
2421,516,133,0.2049306625577812
2422,503,143,0.22136222910216719
2423,500,135,0.2125984251968504
2424,508,135,0.2099533437013997
2425,516,134,0.20615384615384616
2426,523,130,0.1990811638591118
2427,500,136,0.2138364779874214
2428,500,139,0.21752738654147105
2429,492,139,0.2202852614896989
2430,525,130,0.1984732824427481
2431,496,143,0.2237871674491393
2432,507,144,0.22119815668202766
2433,485,145,0.23015873015873015
2434,526,125,0.19201228878648233
2435,496,148,0.22981366459627328
2436,498,141,0.22065727699530516
2437,529,129,0.196048632218845
2438,467,153,0.2467741935483871
2439,511,136,0.21020092735703247
2440,511,139,0.21384615384615385
2441,510,136,0.21052631578947367
2442,502,143,0.22170542635658916
2443,520,125,0.1937984496124031
2444,487,154,0.24024960998439937
2445,490,136,0.21725239616613418
2446,498,142,0.221875
2447,525,126,0.1935483870967742
2448,510,133,0.20684292379471228
2449,491,142,0.22432859399684044
2450,521,133,0.20336391437308868
2451,507,141,0.2175925925925926
2452,477,150,0.23923444976076555
2453,495,140,0.2204724409448819
2454,503,139,0.21651090342679127
2455,490,142,0.22468354430379747
2456,510,142,0.21779141104294478
2457,503,133,0.20911949685534592
2458,491,141,0.2231012658227848
2459,494,146,0.228125
2460,491,145,0.2279874213836478
2461,525,124,0.19106317411402157
2462,497,145,0.22585669781931464
2463,512,140,0.2147239263803681
2464,521,128,0.19722650231124808
2465,481,150,0.23771790808240886
2466,499,141,0.2203125
2467,492,136,0.21656050955414013
2468,498,145,0.2255054432348367
2469,518,135,0.20673813169984687
2470,516,135,0.2073732718894009
2471,509,133,0.2071651090342679
2472,485,145,0.23015873015873015
2473,528,127,0.19389312977099238
2474,498,138,0.2169811320754717
2475,502,132,0.2082018927444795
2476,501,139,0.2171875
2477,485,151,0.23742138364779874
2478,518,128,0.19814241486068113
2479,506,137,0.2130637636080871
2480,521,133,0.20336391437308868
2481,513,132,0.20465116279069767
2482,484,140,0.22435897435897437
2483,493,138,0.21870047543581617
2484,511,137,0.21141975308641975
2485,490,142,0.22468354430379747
2486,496,136,0.21518987341772153
2487,507,137,0.2127329192546584
2488,506,133,0.2081377151799687
2489,502,138,0.215625
2490,489,149,0.2335423197492163
2491,508,141,0.2172573189522342
2492,515,138,0.2113323124042879
2493,495,138,0.21800947867298578
2494,503,132,0.2078740157480315
2495,516,137,0.20980091883614088
2496,500,134,0.2113564668769716
2497,499,136,0.2141732283464567
2498,511,135,0.2089783281733746
2499,512,138,0.2123076923076923
2500,519,138,0.2100456621004566
2501,494,146,0.228125
2502,502,144,0.22291021671826625
2503,519,127,0.19659442724458204
2504,497,153,0.2353846153846154
2505,505,142,0.21947449768160743
2506,510,131,0.20436817472698907
2507,508,143,0.2196620583717358
2508,505,138,0.21461897356143078
2509,514,146,0.22121212121212122
2510,493,146,0.22848200312989045
2511,498,141,0.22065727699530516
2512,496,145,0.22620904836193448
2513,510,134,0.2080745341614907
2514,508,141,0.2172573189522342
2515,504,131,0.2062992125984252
2516,502,135,0.2119309262166405
2517,506,129,0.2031496062992126
2518,491,146,0.22919937205651492
2519,496,140,0.22012578616352202
2520,530,125,0.19083969465648856
2521,515,131,0.20278637770897834
2522,493,144,0.2260596546310832
2523,503,135,0.2115987460815047
2524,488,144,0.22784810126582278
2525,511,134,0.20775193798449612
2526,517,133,0.20461538461538462
2527,501,139,0.2171875
2528,514,139,0.21286370597243492
2529,518,128,0.19814241486068113
2530,525,135,0.20454545454545456
2531,518,126,0.1956521739130435
2532,506,139,0.21550387596899226
2533,503,139,0.21651090342679127
2534,496,133,0.21144674085850557
2535,527,132,0.20030349013657056
2536,491,139,0.22063492063492063
2537,483,139,0.22347266881028938
2538,511,134,0.20775193798449612
2539,497,142,0.2222222222222222
2540,497,143,0.2234375
2541,502,132,0.2082018927444795
2542,497,137,0.21608832807570977
2543,485,151,0.23742138364779874
2544,535,131,0.1966966966966967
2545,518,139,0.2115677321156773
2546,531,128,0.19423368740515934
2547,508,138,0.21362229102167182
2548,516,125,0.19500780031201248
2549,505,137,0.21339563862928349
2550,485,147,0.23259493670886075
2551,507,138,0.21395348837209302
2552,510,131,0.20436817472698907
2553,492,144,0.22641509433962265
2554,494,138,0.21835443037974683
2555,513,137,0.21076923076923076
2556,497,139,0.21855345911949686
2557,504,142,0.21981424148606812
2558,514,133,0.20556414219474498
2559,508,137,0.2124031007751938
2560,511,132,0.2052877138413686
2561,493,143,0.2248427672955975
2562,486,150,0.2358490566037736
2563,522,130,0.19938650306748465
2564,517,128,0.19844961240310077
2565,504,146,0.2246153846153846
2566,515,132,0.20401854714064915
2567,512,134,0.20743034055727555
2568,498,143,0.22308892355694226
2569,504,142,0.21981424148606812
2570,509,134,0.208398133748056
2571,516,137,0.20980091883614088
2572,500,135,0.2125984251968504
2573,510,135,0.20930232558139536
2574,509,137,0.21207430340557276
2575,499,133,0.21044303797468356
2576,508,134,0.2087227414330218
2577,498,142,0.221875
2578,532,122,0.18654434250764526
2579,523,134,0.2039573820395738
2580,508,137,0.2124031007751938
2581,492,138,0.21904761904761905
2582,508,128,0.20125786163522014
2583,511,139,0.21384615384615385
2584,504,143,0.22102009273570325
2585,508,138,0.21362229102167182
2586,517,131,0.2021604938271605
2587,506,146,0.22392638036809817
2588,502,137,0.21439749608763695
2589,492,150,0.2336448598130841
2590,474,153,0.24401913875598086
2591,474,146,0.23548387096774193
2592,499,144,0.223950233281493
2593,509,136,0.21085271317829457
2594,506,129,0.2031496062992126
2595,517,124,0.1934477379095164
2596,525,131,0.19969512195121952
2597,521,133,0.20336391437308868
2598,528,131,0.19878603945371776
2599,523,129,0.19785276073619631
2600,507,137,0.2127329192546584
2601,489,145,0.22870662460567823
2602,507,129,0.2028301886792453
2603,518,133,0.20430107526881722
2604,501,132,0.20853080568720378
2605,493,152,0.23565891472868217
2606,493,137,0.21746031746031746
2607,535,127,0.19184290030211482
2608,514,131,0.20310077519379846
2609,494,140,0.22082018927444794
2610,509,132,0.2059282371294852
2611,498,148,0.22910216718266255
2612,506,131,0.20565149136577707
2613,504,148,0.22699386503067484
2614,494,149,0.2317262830482115
2615,506,134,0.209375
2616,502,138,0.215625
2617,508,133,0.20748829953198128
2618,522,140,0.21148036253776434
2619,487,149,0.23427672955974843
2620,498,136,0.21451104100946372
2621,497,150,0.23183925811437403
2622,508,135,0.2099533437013997
2623,508,137,0.2124031007751938
2624,516,130,0.20123839009287925
2625,498,139,0.21821036106750394
2626,535,128,0.19306184012066366
2627,502,139,0.21684867394695787
2628,516,134,0.20615384615384616
2629,528,132,0.2
2630,503,142,0.22015503875968992
2631,482,150,0.23734177215189872
2632,522,135,0.2054794520547945
2633,502,134,0.21069182389937108
2634,476,142,0.2297734627831715
2635,501,140,0.21840873634945399
2636,503,141,0.21894409937888198
2637,494,135,0.21462639109697934
2638,531,127,0.19300911854103345
2639,512,140,0.2147239263803681
2640,487,141,0.22452229299363058
2641,515,137,0.21012269938650308
2642,510,133,0.20684292379471228
2643,503,131,0.20662460567823343
2644,512,146,0.22188449848024316
2645,503,139,0.21651090342679127
2646,538,119,0.1811263318112633
2647,490,141,0.22345483359746435
2648,504,134,0.21003134796238246
2649,527,130,0.197869101978691
2650,506,132,0.20689655172413793
2651,489,147,0.23113207547169812
2652,512,128,0.2
2653,511,141,0.21625766871165644
2654,492,152,0.2360248447204969
2655,514,140,0.21406727828746178
2656,526,127,0.19448698315467075
2657,512,133,0.2062015503875969
2658,535,121,0.18445121951219512
2659,507,139,0.21517027863777088
2660,484,141,0.2256
2661,501,134,0.2110236220472441
2662,501,141,0.21962616822429906
2663,482,151,0.23854660347551343
2664,516,131,0.20247295208655333
2665,505,144,0.2218798151001541
2666,492,149,0.23244929797191888
2667,518,129,0.19938176197836166
2668,518,134,0.20552147239263804
2669,514,135,0.20801232665639446
2670,487,138,0.2208
2671,501,141,0.21962616822429906
2672,500,137,0.2150706436420722
2673,499,141,0.2203125
2674,485,147,0.23259493670886075
2675,515,138,0.2113323124042879
2676,496,141,0.22135007849293564
2677,489,149,0.2335423197492163
2678,519,133,0.20398773006134968
2679,521,130,0.19969278033794163
2680,496,142,0.2225705329153605
2681,507,138,0.21395348837209302
2682,491,145,0.2279874213836478
2683,514,139,0.21286370597243492
2684,506,139,0.21550387596899226
2685,494,144,0.22570532915360503
2686,499,136,0.2141732283464567
2687,518,137,0.20916030534351146
2688,512,139,0.21351766513056836
2689,512,128,0.2
2690,497,141,0.22100313479623823
2691,514,145,0.22003034901365706
2692,506,139,0.21550387596899226
2693,510,139,0.21417565485362094
2694,487,146,0.23064770932069512
2695,490,138,0.2197452229299363
2696,496,148,0.22981366459627328
2697,527,135,0.2039274924471299
2698,499,139,0.21786833855799373
2699,489,137,0.21884984025559107
2700,501,139,0.2171875
2701,532,126,0.19148936170212766
2702,489,138,0.22009569377990432
2703,515,142,0.2161339421613394
2704,516,129,0.2
2705,484,145,0.23052464228934816
2706,501,136,0.21350078492935637
2707,506,132,0.20689655172413793
2708,498,139,0.21821036106750394
2709,486,141,0.22488038277511962
2710,497,144,0.22464898595943839
2711,493,138,0.21870047543581617
2712,512,136,0.20987654320987653
2713,513,126,0.19718309859154928
2714,501,136,0.21350078492935637
2715,501,141,0.21962616822429906
2716,505,140,0.21705426356589147
2717,499,141,0.2203125
2718,512,137,0.2110939907550077
2719,478,147,0.2352
2720,488,146,0.2302839116719243
2721,489,146,0.22992125984251968
2722,512,139,0.21351766513056836
2723,502,141,0.2192846034214619
2724,520,137,0.2085235920852359
2725,485,149,0.23501577287066247
2726,487,144,0.22820919175911253
2727,506,129,0.2031496062992126
2728,488,152,0.2375
2729,520,137,0.2085235920852359
2730,493,145,0.22727272727272727
2731,493,141,0.222397476340694
2732,486,150,0.2358490566037736
2733,507,140,0.21638330757341576
2734,518,137,0.20916030534351146
2735,510,133,0.20684292379471228
2736,525,128,0.19601837672281777
2737,529,130,0.19726858877086495
2738,491,149,0.2328125
2739,518,130,0.2006172839506173
2740,508,133,0.20748829953198128
2741,507,126,0.1990521327014218
2742,505,142,0.21947449768160743
2743,529,123,0.18865030674846625
2744,499,147,0.22755417956656346
2745,494,138,0.21835443037974683
2746,501,142,0.2208398133748056
2747,510,138,0.21296296296296297
2748,516,136,0.2085889570552147
2749,534,133,0.19940029985007496
2750,509,140,0.21571648690292758
2751,528,135,0.20361990950226244
2752,503,137,0.2140625
2753,510,133,0.20684292379471228
2754,507,136,0.2115085536547434
2755,487,145,0.22943037974683544
2756,495,148,0.2301710730948678
2757,513,134,0.2071097372488408
2758,481,147,0.2340764331210191
2759,490,146,0.22955974842767296
2760,519,129,0.19907407407407407
2761,512,133,0.2062015503875969
2762,511,131,0.20404984423676012
2763,505,132,0.20722135007849293
2764,510,137,0.2117465224111283
2765,506,145,0.2227342549923195
2766,510,135,0.20930232558139536
2767,528,126,0.1926605504587156
2768,531,129,0.19545454545454546
2769,509,142,0.21812596006144394
2770,502,136,0.21316614420062696
2771,518,139,0.2115677321156773
2772,510,137,0.2117465224111283
2773,497,129,0.20607028753993611
2774,521,136,0.2070015220700152
2775,513,128,0.1996879875195008
2776,503,141,0.21894409937888198
2777,502,142,0.2204968944099379
2778,511,135,0.2089783281733746
2779,478,146,0.23397435897435898
2780,506,141,0.21792890262751158
2781,504,142,0.21981424148606812
2782,517,127,0.1972049689440994
2783,511,132,0.2052877138413686
2784,499,130,0.2066772655007949
2785,502,141,0.2192846034214619
2786,514,135,0.20801232665639446
2787,490,145,0.2283464566929134
2788,512,135,0.20865533230293662
2789,514,134,0.20679012345679013
2790,503,137,0.2140625
2791,493,136,0.21621621621621623
2792,499,138,0.21664050235478807
2793,509,134,0.208398133748056
2794,501,138,0.215962441314554
2795,501,147,0.22685185185185186
2796,507,128,0.2015748031496063
2797,490,146,0.22955974842767296
2798,500,140,0.21875
2799,509,134,0.208398133748056
2800,539,121,0.18333333333333332
2801,494,145,0.2269170579029734
2802,510,137,0.2117465224111283
2803,517,131,0.2021604938271605
2804,479,151,0.2396825396825397
2805,513,140,0.21439509954058192
2806,504,139,0.2161741835147745
2807,510,135,0.20930232558139536
2808,520,140,0.21212121212121213
2809,511,131,0.20404984423676012
2810,488,147,0.231496062992126
2811,515,138,0.2113323124042879
2812,521,131,0.200920245398773
2813,510,135,0.20930232558139536
2814,515,136,0.20890937019969277
2815,504,138,0.21495327102803738
2816,527,126,0.19295558958652373
2817,505,136,0.2121684867394696
2818,521,139,0.2106060606060606
2819,517,141,0.21428571428571427
2820,504,143,0.22102009273570325
2821,510,139,0.21417565485362094
2822,504,139,0.2161741835147745
2823,494,138,0.21835443037974683
2824,505,132,0.20722135007849293
2825,483,141,0.22596153846153846
2826,489,135,0.21634615384615385
2827,499,129,0.2054140127388535
2828,513,133,0.20588235294117646
2829,495,148,0.2301710730948678
2830,483,135,0.21844660194174756
2831,495,139,0.2192429022082019
2832,500,136,0.2138364779874214
2833,522,133,0.20305343511450383
2834,476,163,0.25508607198748046
2835,496,140,0.22012578616352202
2836,516,134,0.20615384615384616
2837,513,116,0.18441971383147854
2838,513,134,0.2071097372488408
2839,514,138,0.2116564417177914
2840,502,145,0.2241112828438949
2841,511,135,0.2089783281733746
2842,527,135,0.2039274924471299
2843,493,137,0.21746031746031746
2844,513,140,0.21439509954058192
2845,532,120,0.18404907975460122
2846,490,140,0.2222222222222222
2847,527,132,0.20030349013657056
2848,487,151,0.23667711598746083
2849,514,140,0.21406727828746178
2850,508,140,0.21604938271604937
2851,488,148,0.23270440251572327
2852,500,142,0.22118380062305296
2853,525,129,0.19724770642201836
2854,517,130,0.2009273570324575
2855,522,134,0.20426829268292682
2856,503,143,0.22136222910216719
2857,464,154,0.24919093851132687
2858,499,141,0.2203125
2859,509,126,0.1984251968503937
2860,502,137,0.21439749608763695
2861,520,128,0.19753086419753085
2862,514,129,0.2006220839813375
2863,523,132,0.2015267175572519
2864,489,147,0.23113207547169812
2865,507,134,0.20904836193447737
2866,481,147,0.2340764331210191
2867,519,124,0.19284603421461896
2868,481,153,0.24132492113564669
2869,514,136,0.20923076923076922
2870,523,134,0.2039573820395738
2871,533,130,0.19607843137254902
2872,513,140,0.21439509954058192
2873,502,138,0.215625
2874,514,135,0.20801232665639446
2875,509,140,0.21571648690292758
2876,502,144,0.22291021671826625
2877,515,136,0.20890937019969277
2878,485,144,0.2289348171701113
2879,509,137,0.21207430340557276
2880,501,133,0.20977917981072555
2881,520,137,0.2085235920852359
2882,511,149,0.22575757575757577
2883,513,134,0.2071097372488408
2884,491,146,0.22919937205651492
2885,492,143,0.2251968503937008
2886,494,138,0.21835443037974683
2887,508,137,0.2124031007751938
2888,506,134,0.209375
2889,472,153,0.2448
2890,501,137,0.21473354231974923
2891,528,130,0.19756838905775076
2892,492,140,0.22151898734177214
2893,519,137,0.20884146341463414
2894,524,131,0.2
2895,508,132,0.20625
2896,495,142,0.22291993720565148
2897,516,138,0.21100917431192662
2898,508,142,0.21846153846153846
2899,505,135,0.2109375
2900,498,154,0.2361963190184049
2901,507,140,0.21638330757341576
2902,509,133,0.2071651090342679
2903,500,134,0.2113564668769716
2904,524,134,0.20364741641337386
2905,511,133,0.20652173913043478
2906,477,152,0.24165341812400637
2907,500,141,0.21996879875195008
2908,511,133,0.20652173913043478
2909,479,146,0.2336
2910,521,121,0.18847352024922118
2911,480,149,0.2368839427662957
2912,534,125,0.18968133535660092
2913,527,122,0.18798151001540833
2914,533,120,0.18376722817764166
2915,488,148,0.23270440251572327
2916,495,144,0.22535211267605634
2917,500,143,0.2223950233281493
2918,498,145,0.2255054432348367
2919,508,139,0.21483771251931993
2920,496,140,0.22012578616352202
2921,495,144,0.22535211267605634
2922,505,137,0.21339563862928349
2923,523,131,0.20030581039755352
2924,485,148,0.23380726698262244
2925,479,142,0.2286634460547504
2926,521,128,0.19722650231124808
2927,503,140,0.2177293934681182
2928,492,143,0.2251968503937008
2929,511,137,0.21141975308641975
2930,495,145,0.2265625
2931,499,139,0.21786833855799373
2932,537,126,0.19004524886877827
2933,499,141,0.2203125
2934,499,139,0.21786833855799373
2935,521,135,0.20579268292682926
2936,528,126,0.1926605504587156
2937,523,123,0.19040247678018576
2938,522,129,0.19815668202764977
2939,506,138,0.21428571428571427
2940,500,141,0.21996879875195008
2941,504,134,0.21003134796238246
2942,489,146,0.22992125984251968
2943,491,149,0.2328125
2944,518,130,0.2006172839506173
2945,508,138,0.21362229102167182
2946,507,134,0.20904836193447737
2947,502,136,0.21316614420062696
2948,510,133,0.20684292379471228
2949,493,139,0.2199367088607595
2950,500,144,0.2236024844720497
2951,515,139,0.21253822629969418
2952,466,157,0.2520064205457464
2953,500,133,0.21011058451816747
2954,508,140,0.21604938271604937
2955,496,140,0.22012578616352202
2956,511,134,0.20775193798449612
2957,516,130,0.20123839009287925
2958,493,140,0.2211690363349131
2959,489,143,0.22626582278481014
2960,520,134,0.20489296636085627
2961,522,122,0.18944099378881987
2962,499,141,0.2203125
2963,510,128,0.2006269592476489
2964,509,134,0.208398133748056
2965,498,143,0.22308892355694226
2966,501,132,0.20853080568720378
2967,503,136,0.21283255086071987
2968,494,149,0.2317262830482115
2969,506,133,0.2081377151799687
2970,508,130,0.20376175548589343
2971,519,139,0.21124620060790272
2972,500,133,0.21011058451816747
2973,495,142,0.22291993720565148
2974,520,133,0.20367534456355282
2975,524,128,0.19631901840490798
2976,501,147,0.22685185185185186
2977,504,131,0.2062992125984252
2978,504,137,0.21372854914196568
2979,493,145,0.22727272727272727
2980,505,139,0.21583850931677018
2981,493,144,0.2260596546310832
2982,529,132,0.19969742813918306
2983,519,132,0.20276497695852536
2984,492,140,0.22151898734177214
2985,511,131,0.20404984423676012
2986,505,134,0.20970266040688576
2987,493,142,0.22362204724409449
2988,507,144,0.22119815668202766
2989,500,142,0.22118380062305296
2990,505,134,0.20970266040688576
2991,504,133,0.2087912087912088
2992,490,144,0.22712933753943218
2993,491,150,0.23400936037441497
2994,491,137,0.21815286624203822
2995,522,124,0.19195046439628483
2996,502,146,0.22530864197530864
2997,506,137,0.2130637636080871
2998,486,148,0.2334384858044164
2999,507,135,0.2102803738317757
3000,521,137,0.20820668693009117
3001,508,127,0.2
3002,484,149,0.2353870458135861
3003,480,153,0.24170616113744076
3004,508,142,0.21846153846153846
3005,510,145,0.22137404580152673
3006,513,138,0.2119815668202765
3007,517,132,0.2033898305084746
3008,509,135,0.2096273291925466
3009,516,134,0.20615384615384616
3010,492,142,0.22397476340694006
3011,500,129,0.20508744038155802
3012,513,132,0.20465116279069767
3013,497,138,0.2173228346456693
3014,508,138,0.21362229102167182
3015,502,147,0.22650231124807396
3016,503,137,0.2140625
3017,490,136,0.21725239616613418
3018,490,155,0.24031007751937986
3019,501,133,0.20977917981072555
3020,496,145,0.22620904836193448
3021,499,134,0.21169036334913113
3022,485,142,0.22647527910685805
3023,514,138,0.2116564417177914
3024,487,147,0.23186119873817035
3025,508,138,0.21362229102167182
3026,467,145,0.2369281045751634
3027,494,138,0.21835443037974683
3028,499,131,0.20793650793650795
3029,493,141,0.222397476340694
3030,534,133,0.19940029985007496
3031,505,130,0.2047244094488189
3032,497,135,0.21360759493670886
3033,511,137,0.21141975308641975
3034,506,140,0.21671826625386997
3035,506,148,0.22629969418960244
3036,499,134,0.21169036334913113
3037,504,142,0.21981424148606812
3038,486,141,0.22488038277511962
3039,503,148,0.22734254992319508
3040,512,141,0.21592649310872894
3041,497,139,0.21855345911949686
3042,516,123,0.19248826291079812
3043,505,132,0.20722135007849293
3044,508,136,0.2111801242236025
3045,507,129,0.2028301886792453
3046,497,142,0.2222222222222222
3047,494,141,0.2220472440944882
3048,496,149,0.2310077519379845
3049,510,141,0.21658986175115208
3050,488,136,0.21794871794871795
3051,484,156,0.24375
3052,489,141,0.22380952380952382
3053,505,137,0.21339563862928349
3054,510,136,0.21052631578947367
3055,511,134,0.20775193798449612
3056,508,134,0.2087227414330218
3057,495,138,0.21800947867298578
3058,500,137,0.2150706436420722
3059,509,134,0.208398133748056
3060,520,130,0.2
3061,484,147,0.2329635499207607
3062,489,147,0.23113207547169812
3063,493,145,0.22727272727272727
3064,515,128,0.19906687402799378
3065,492,148,0.23125
3066,522,139,0.2102874432677761
3067,514,132,0.2043343653250774
3068,498,138,0.2169811320754717
3069,506,139,0.21550387596899226
3070,504,139,0.2161741835147745
3071,511,135,0.2089783281733746
3072,501,149,0.22923076923076924
3073,518,127,0.19689922480620156
3074,508,135,0.2099533437013997
3075,505,133,0.2084639498432602
3076,506,142,0.2191358024691358
3077,534,124,0.1884498480243161
3078,496,146,0.22741433021806853
3079,500,136,0.2138364779874214
3080,502,145,0.2241112828438949
3081,515,134,0.20647149460708783
3082,487,149,0.23427672955974843
3083,501,135,0.21226415094339623
3084,507,141,0.2175925925925926
3085,496,145,0.22620904836193448
3086,522,128,0.19692307692307692
3087,497,136,0.21484992101105846
3088,506,138,0.21428571428571427
3089,476,143,0.2310177705977383
3090,502,141,0.2192846034214619
3091,506,135,0.21060842433697347
3092,508,129,0.20251177394034536
3093,515,131,0.20278637770897834
3094,507,133,0.2078125
3095,491,142,0.22432859399684044
3096,511,138,0.21263482280431434
3097,518,130,0.2006172839506173
3098,504,135,0.2112676056338028
3099,517,142,0.21547799696509864
3100,514,141,0.2152671755725191
3101,502,138,0.215625
3102,486,146,0.2310126582278481
3103,504,137,0.21372854914196568
3104,485,147,0.23259493670886075
3105,522,132,0.2018348623853211
3106,509,145,0.2217125382262997
3107,494,146,0.228125
3108,520,137,0.2085235920852359
3109,499,135,0.21293375394321767
3110,490,142,0.22468354430379747
3111,507,137,0.2127329192546584
3112,496,142,0.2225705329153605
3113,512,136,0.20987654320987653
3114,508,139,0.21483771251931993
3115,498,137,0.215748031496063
3116,492,138,0.21904761904761905
3117,487,155,0.24143302180685358
3118,499,147,0.22755417956656346
3119,505,137,0.21339563862928349
3120,491,149,0.2328125
3121,510,137,0.2117465224111283
3122,496,148,0.22981366459627328
3123,504,138,0.21495327102803738
3124,505,145,0.2230769230769231
3125,511,132,0.2052877138413686
3126,511,140,0.21505376344086022
3127,519,133,0.20398773006134968
3128,503,136,0.21283255086071987
3129,509,142,0.21812596006144394
3130,520,136,0.2073170731707317
3131,513,135,0.20833333333333334
3132,499,146,0.22635658914728682
3133,508,142,0.21846153846153846
3134,509,135,0.2096273291925466
3135,503,145,0.22376543209876543
3136,511,134,0.20775193798449612
3137,513,132,0.20465116279069767
3138,493,148,0.23088923556942278
3139,498,140,0.219435736677116
3140,494,144,0.22570532915360503
3141,506,140,0.21671826625386997
3142,510,138,0.21296296296296297
3143,507,140,0.21638330757341576
3144,510,137,0.2117465224111283
3145,509,130,0.20344287949921752
3146,507,133,0.2078125
3147,499,142,0.22152886115444617
3148,500,143,0.2223950233281493
3149,504,137,0.21372854914196568
3150,505,142,0.21947449768160743
3151,531,130,0.19667170953101362
3152,515,140,0.21374045801526717
3153,502,136,0.21316614420062696
3154,499,138,0.21664050235478807
3155,508,136,0.2111801242236025
3156,487,141,0.22452229299363058
3157,518,139,0.2115677321156773
3158,503,137,0.2140625
3159,515,134,0.20647149460708783
3160,512,137,0.2110939907550077
3161,491,156,0.241112828438949
3162,508,127,0.2
3163,496,133,0.21144674085850557
3164,512,136,0.20987654320987653
3165,495,145,0.2265625
3166,508,136,0.2111801242236025
3167,512,135,0.20865533230293662
3168,487,149,0.23427672955974843
3169,509,139,0.21450617283950618
3170,518,132,0.20307692307692307
3171,510,132,0.205607476635514
3172,509,139,0.21450617283950618
3173,500,146,0.2260061919504644
3174,496,147,0.2286158631415241
3175,498,141,0.22065727699530516
3176,506,135,0.21060842433697347
3177,500,135,0.2125984251968504
3178,504,145,0.22342064714946072
3179,504,132,0.20754716981132076
3180,488,156,0.2422360248447205
3181,489,142,0.22503961965134706
3182,506,135,0.21060842433697347
3183,488,132,0.2129032258064516
3184,472,144,0.23376623376623376
3185,511,141,0.21625766871165644
3186,496,141,0.22135007849293564
3187,513,141,0.21559633027522937
3188,500,144,0.2236024844720497
3189,511,139,0.21384615384615385
3190,493,137,0.21746031746031746
3191,485,142,0.22647527910685805
3192,501,140,0.21840873634945399
3193,521,129,0.19846153846153847
3194,495,138,0.21800947867298578
3195,511,136,0.21020092735703247
3196,518,130,0.2006172839506173
3197,521,129,0.19846153846153847
3198,508,129,0.20251177394034536
3199,512,136,0.20987654320987653
3200,498,140,0.219435736677116
3201,510,135,0.20930232558139536
3202,489,150,0.2347417840375587
3203,515,137,0.21012269938650308
3204,491,148,0.23161189358372458
3205,492,143,0.2251968503937008
3206,505,135,0.2109375
3207,509,133,0.2071651090342679
3208,504,136,0.2125
3209,504,143,0.22102009273570325
3210,482,148,0.23492063492063492
3211,515,133,0.2052469135802469
3212,502,138,0.215625
3213,515,134,0.20647149460708783
3214,479,152,0.24088748019017434
3215,514,132,0.2043343653250774
3216,497,139,0.21855345911949686
3217,492,145,0.22762951334379905
3218,530,127,0.1933028919330289
3219,513,130,0.20217729393468117
3220,509,138,0.2132921174652241
3221,519,128,0.19783616692426584
3222,498,141,0.22065727699530516
3223,495,144,0.22535211267605634
3224,506,133,0.2081377151799687
3225,520,132,0.20245398773006135
3226,514,133,0.20556414219474498
3227,501,133,0.20977917981072555
3228,503,135,0.2115987460815047
3229,512,132,0.20496894409937888
3230,509,136,0.21085271317829457
3231,516,131,0.20247295208655333
3232,516,133,0.2049306625577812
3233,508,140,0.21604938271604937
3234,492,146,0.22884012539184953
3235,518,128,0.19814241486068113
