analysis_identity_id,evidence_set_id,candidate_selected
A000976,experiment:ethiopian_field_anthracnose_multisite,0
A000982,experiment:ethiopian_field_anthracnose_multisite,0
A000994,experiment:ethiopian_field_anthracnose_multisite,0
A000995,experiment:ethiopian_field_anthracnose_multisite,1
A000997,experiment:ethiopian_field_anthracnose_multisite,0
A001004,experiment:ethiopian_field_anthracnose_multisite,0
A001007,experiment:ethiopian_field_anthracnose_multisite,1
A001008,experiment:ethiopian_field_anthracnose_multisite,0
A001010,experiment:ethiopian_field_anthracnose_multisite,0
A001012,experiment:ethiopian_field_anthracnose_multisite,0
A001022,experiment:ethiopian_field_anthracnose_multisite,0
A001027,experiment:ethiopian_field_anthracnose_multisite,0
A001032,experiment:ethiopian_field_anthracnose_multisite,0
A001033,experiment:ethiopian_field_anthracnose_multisite,0
A001034,experiment:ethiopian_field_anthracnose_multisite,0
A001035,experiment:ethiopian_field_anthracnose_multisite,0
A001038,experiment:ethiopian_field_anthracnose_multisite,0
A001040,experiment:ethiopian_field_anthracnose_multisite,1
A001043,experiment:ethiopian_field_anthracnose_multisite,0
A001045,experiment:ethiopian_field_anthracnose_multisite,0
A001048,experiment:ethiopian_field_anthracnose_multisite,0
A001052,experiment:ethiopian_field_anthracnose_multisite,0
A001058,experiment:ethiopian_field_anthracnose_multisite,0
A001064,experiment:ethiopian_field_anthracnose_multisite,0
A001068,experiment:ethiopian_field_anthracnose_multisite,0
A001069,experiment:ethiopian_field_anthracnose_multisite,0
A001080,experiment:ethiopian_field_anthracnose_multisite,0
A001082,experiment:ethiopian_field_anthracnose_multisite,0
A001086,experiment:ethiopian_field_anthracnose_multisite,1
A001087,experiment:ethiopian_field_anthracnose_multisite,0
A001093,experiment:ethiopian_field_anthracnose_multisite,0
A001094,experiment:ethiopian_field_anthracnose_multisite,0
A001096,experiment:ethiopian_field_anthracnose_multisite,0
A001103,experiment:ethiopian_field_anthracnose_multisite,0
A001104,experiment:ethiopian_field_anthracnose_multisite,0
A001108,experiment:ethiopian_field_anthracnose_multisite,1
A001115,experiment:ethiopian_field_anthracnose_multisite,0
A001118,experiment:ethiopian_field_anthracnose_multisite,0
A001119,experiment:ethiopian_field_anthracnose_multisite,0
A001121,experiment:ethiopian_field_anthracnose_multisite,0
A001123,experiment:ethiopian_field_anthracnose_multisite,0
A001124,experiment:ethiopian_field_anthracnose_multisite,0
A001125,experiment:ethiopian_field_anthracnose_multisite,0
A001129,experiment:ethiopian_field_anthracnose_multisite,0
A001131,experiment:ethiopian_field_anthracnose_multisite,0
A001136,experiment:ethiopian_field_anthracnose_multisite,0
A001142,experiment:ethiopian_field_anthracnose_multisite,0
A001172,experiment:ethiopian_field_anthracnose_multisite,0
A001182,experiment:ethiopian_field_anthracnose_multisite,0
A001184,experiment:ethiopian_field_anthracnose_multisite,0
A001190,experiment:ethiopian_field_anthracnose_multisite,0
A001201,experiment:ethiopian_field_anthracnose_multisite,0
A001203,experiment:ethiopian_field_anthracnose_multisite,0
A001204,experiment:ethiopian_field_anthracnose_multisite,0
A001209,experiment:ethiopian_field_anthracnose_multisite,0
A001213,experiment:ethiopian_field_anthracnose_multisite,0
A001214,experiment:ethiopian_field_anthracnose_multisite,0
A001222,experiment:ethiopian_field_anthracnose_multisite,0
A001225,experiment:ethiopian_field_anthracnose_multisite,0
A001233,experiment:ethiopian_field_anthracnose_multisite,0
A001235,experiment:ethiopian_field_anthracnose_multisite,0
A001239,experiment:ethiopian_field_anthracnose_multisite,0
A001242,experiment:ethiopian_field_anthracnose_multisite,0
A001243,experiment:ethiopian_field_anthracnose_multisite,0
A001245,experiment:ethiopian_field_anthracnose_multisite,0
A001247,experiment:ethiopian_field_anthracnose_multisite,0
A001249,experiment:ethiopian_field_anthracnose_multisite,0
A001262,experiment:ethiopian_field_anthracnose_multisite,0
A001272,experiment:ethiopian_field_anthracnose_multisite,0
A001275,experiment:ethiopian_field_anthracnose_multisite,0
A001282,experiment:ethiopian_field_anthracnose_multisite,0
A001284,experiment:ethiopian_field_anthracnose_multisite,0
A001289,experiment:ethiopian_field_anthracnose_multisite,0
A001291,experiment:ethiopian_field_anthracnose_multisite,0
A001297,experiment:ethiopian_field_anthracnose_multisite,0
A001319,experiment:ethiopian_field_anthracnose_multisite,1
A001333,experiment:ethiopian_field_anthracnose_multisite,0
A001334,experiment:ethiopian_field_anthracnose_multisite,0
A001337,experiment:ethiopian_field_anthracnose_multisite,0
A001344,experiment:ethiopian_field_anthracnose_multisite,0
A001355,experiment:ethiopian_field_anthracnose_multisite,0
A001357,experiment:ethiopian_field_anthracnose_multisite,1
A001363,experiment:ethiopian_field_anthracnose_multisite,0
A001364,experiment:ethiopian_field_anthracnose_multisite,0
A001365,experiment:ethiopian_field_anthracnose_multisite,0
A001370,experiment:ethiopian_field_anthracnose_multisite,0
A001391,experiment:ethiopian_field_anthracnose_multisite,0
A000005,experiment:gaffoor_pennsylvania_anthracnose_selected_subset_2016,0
A001407,experiment:gaffoor_pennsylvania_anthracnose_selected_subset_2016,0
A001395,experiment:icrisat_patancheru_grain_mold_2006_2007,1
A001425,experiment:panelA_pr_multidisease,1
A001520,experiment:panelA_pr_multidisease,1
A001528,experiment:panelA_pr_multidisease,1
A001544,experiment:panelA_pr_multidisease,1
A001548,experiment:panelA_pr_multidisease,1
A001553,experiment:panelA_pr_multidisease,1
A001554,experiment:panelA_pr_multidisease,1
A001555,experiment:panelA_pr_multidisease,0
A001556,experiment:panelA_pr_multidisease,1
A001557,experiment:panelA_pr_multidisease,0
A001558,experiment:panelA_pr_multidisease,1
A001599,experiment:panelA_pr_multidisease,1
A001600,experiment:panelA_pr_multidisease,1
A001607,experiment:panelA_pr_multidisease,0
A001989,experiment:panelA_pr_multidisease,1
A001994,experiment:panelA_pr_multidisease,1
A001995,experiment:panelA_pr_multidisease,1
A001996,experiment:panelA_pr_multidisease,0
A002016,experiment:panelA_pr_multidisease,0
A002018,experiment:panelA_pr_multidisease,1
A002050,experiment:panelA_pr_multidisease,1
A002085,experiment:panelA_pr_multidisease,1
A002086,experiment:panelA_pr_multidisease,1
A002087,experiment:panelA_pr_multidisease,1
A002091,experiment:panelA_pr_multidisease,1
A002092,experiment:panelA_pr_multidisease,0
A002098,experiment:panelA_pr_multidisease,1
A002101,experiment:panelA_pr_multidisease,0
A002102,experiment:panelA_pr_multidisease,1
A002115,experiment:panelA_pr_multidisease,1
A002121,experiment:panelA_pr_multidisease,1
A002124,experiment:panelA_pr_multidisease,1
A002154,experiment:panelA_pr_multidisease,1
A002155,experiment:panelA_pr_multidisease,1
A002156,experiment:panelA_pr_multidisease,1
A002157,experiment:panelA_pr_multidisease,1
A002158,experiment:panelA_pr_multidisease,1
A002159,experiment:panelA_pr_multidisease,1
A002160,experiment:panelA_pr_multidisease,1
A002161,experiment:panelA_pr_multidisease,1
A002162,experiment:panelA_pr_multidisease,1
A002163,experiment:panelA_pr_multidisease,1
A002164,experiment:panelA_pr_multidisease,1
A002165,experiment:panelA_pr_multidisease,1
A002166,experiment:panelA_pr_multidisease,1
A002167,experiment:panelA_pr_multidisease,1
A002213,experiment:panelA_pr_multidisease,1
A002214,experiment:panelA_pr_multidisease,1
A002224,experiment:panelA_pr_multidisease,1
A002237,experiment:panelA_pr_multidisease,1
A002252,experiment:panelA_pr_multidisease,1
A002259,experiment:panelA_pr_multidisease,1
A002261,experiment:panelA_pr_multidisease,1
A002263,experiment:panelA_pr_multidisease,1
A002301,experiment:panelA_pr_multidisease,1
A002330,experiment:panelA_pr_multidisease,0
A002331,experiment:panelA_pr_multidisease,1
A002334,experiment:panelA_pr_multidisease,1
A002339,experiment:panelA_pr_multidisease,1
A002349,experiment:panelA_pr_multidisease,1
A002351,experiment:panelA_pr_multidisease,1
A002352,experiment:panelA_pr_multidisease,1
A002354,experiment:panelA_pr_multidisease,1
A002429,experiment:panelA_pr_multidisease,0
A002430,experiment:panelA_pr_multidisease,1
A002431,experiment:panelA_pr_multidisease,0
A002450,experiment:panelA_pr_multidisease,1
A002451,experiment:panelA_pr_multidisease,0
A002452,experiment:panelA_pr_multidisease,1
A002453,experiment:panelA_pr_multidisease,1
A002772,experiment:panelA_pr_multidisease,1
A002784,experiment:panelA_pr_multidisease,1
A002785,experiment:panelA_pr_multidisease,1
A002786,experiment:panelA_pr_multidisease,1
A002787,experiment:panelA_pr_multidisease,1
A002788,experiment:panelA_pr_multidisease,1
A002789,experiment:panelA_pr_multidisease,1
A002805,experiment:panelA_pr_multidisease,1
A002806,experiment:panelA_pr_multidisease,1
A002808,experiment:panelA_pr_multidisease,1
A002989,experiment:panelA_pr_multidisease,0
A003112,experiment:panelA_pr_multidisease,1
A003411,experiment:panelA_pr_multidisease,0
A003413,experiment:panelA_pr_multidisease,1
A003478,experiment:panelA_pr_multidisease,0
A003520,experiment:panelA_pr_multidisease,1
A003541,experiment:panelA_pr_multidisease,1
A003568,experiment:panelA_pr_multidisease,1
A003632,experiment:panelA_pr_multidisease,1
A003633,experiment:panelA_pr_multidisease,1
A003634,experiment:panelA_pr_multidisease,0
A003635,experiment:panelA_pr_multidisease,1
A003636,experiment:panelA_pr_multidisease,1
A003637,experiment:panelA_pr_multidisease,1
A003638,experiment:panelA_pr_multidisease,1
A003639,experiment:panelA_pr_multidisease,1
A003640,experiment:panelA_pr_multidisease,1
A003641,experiment:panelA_pr_multidisease,0
A003642,experiment:panelA_pr_multidisease,0
A003643,experiment:panelA_pr_multidisease,0
A003644,experiment:panelA_pr_multidisease,0
A003646,experiment:panelA_pr_multidisease,1
A003647,experiment:panelA_pr_multidisease,0
A003648,experiment:panelA_pr_multidisease,0
A003649,experiment:panelA_pr_multidisease,1
A003650,experiment:panelA_pr_multidisease,1
A003651,experiment:panelA_pr_multidisease,1
A003652,experiment:panelA_pr_multidisease,1
A001565,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A002206,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A002213,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,1
A002223,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A002228,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A002230,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A002232,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A002233,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A002234,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A002244,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A002264,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A002275,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A002310,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,1
A002314,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A002345,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,1
A002360,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,1
A002763,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,1
A002777,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A002973,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A002979,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A003135,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A003386,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,1
A003398,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A003482,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A003486,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A003493,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A003570,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A003571,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A003572,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A003573,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A003574,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A003575,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A003576,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A003577,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A003578,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,1
A003619,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A003620,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A003621,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A003622,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,1
A003623,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,1
A003624,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,1
A003625,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,1
A003626,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A003627,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,1
A003628,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,1
A003629,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A003630,experiment:prom_accession_anthracnose_grain_mold_texas_2010_2015,0
A001614,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,1
A001987,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,1
A002367,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,0
A002368,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,1
A002433,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,1
A002434,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,1
A002435,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,0
A002436,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,0
A002437,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,1
A002438,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,1
A002439,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,0
A002440,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,1
A002441,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,0
A002442,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,0
A002443,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,1
A002444,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,0
A002445,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,0
A002446,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,0
A002456,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,0
A002457,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,0
A002458,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,0
A002459,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,0
A002460,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,0
A002461,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,0
A003343,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,0
A003344,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,1
A003345,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,0
A003346,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,1
A003347,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,0
A003348,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,0
A003349,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,0
A003350,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,0
A003351,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,1
A003352,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,0
A003353,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,0
A003354,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,1
A003368,experiment:prom_chinese_shared_panel_college_station_2005_2006_screening_program,1
A002195,experiment:prom_converted_panel_texas_2008_2009,1
A002197,experiment:prom_converted_panel_texas_2008_2009,0
A002200,experiment:prom_converted_panel_texas_2008_2009,1
A002206,experiment:prom_converted_panel_texas_2008_2009,1
A002208,experiment:prom_converted_panel_texas_2008_2009,0
A002215,experiment:prom_converted_panel_texas_2008_2009,1
A002219,experiment:prom_converted_panel_texas_2008_2009,0
A002220,experiment:prom_converted_panel_texas_2008_2009,0
A002246,experiment:prom_converted_panel_texas_2008_2009,0
A002247,experiment:prom_converted_panel_texas_2008_2009,0
A002248,experiment:prom_converted_panel_texas_2008_2009,0
A002249,experiment:prom_converted_panel_texas_2008_2009,1
A002252,experiment:prom_converted_panel_texas_2008_2009,0
A002255,experiment:prom_converted_panel_texas_2008_2009,1
A002266,experiment:prom_converted_panel_texas_2008_2009,0
A002274,experiment:prom_converted_panel_texas_2008_2009,1
A002286,experiment:prom_converted_panel_texas_2008_2009,0
A002290,experiment:prom_converted_panel_texas_2008_2009,1
A002296,experiment:prom_converted_panel_texas_2008_2009,1
A002297,experiment:prom_converted_panel_texas_2008_2009,0
A002303,experiment:prom_converted_panel_texas_2008_2009,0
A002305,experiment:prom_converted_panel_texas_2008_2009,0
A002308,experiment:prom_converted_panel_texas_2008_2009,0
A002311,experiment:prom_converted_panel_texas_2008_2009,1
A002312,experiment:prom_converted_panel_texas_2008_2009,0
A002316,experiment:prom_converted_panel_texas_2008_2009,1
A002319,experiment:prom_converted_panel_texas_2008_2009,0
A002321,experiment:prom_converted_panel_texas_2008_2009,0
A002322,experiment:prom_converted_panel_texas_2008_2009,0
A002324,experiment:prom_converted_panel_texas_2008_2009,1
A002328,experiment:prom_converted_panel_texas_2008_2009,1
A002331,experiment:prom_converted_panel_texas_2008_2009,0
A002333,experiment:prom_converted_panel_texas_2008_2009,1
A002337,experiment:prom_converted_panel_texas_2008_2009,1
A002339,experiment:prom_converted_panel_texas_2008_2009,0
A002342,experiment:prom_converted_panel_texas_2008_2009,0
A002348,experiment:prom_converted_panel_texas_2008_2009,1
A002353,experiment:prom_converted_panel_texas_2008_2009,1
A002355,experiment:prom_converted_panel_texas_2008_2009,1
A002356,experiment:prom_converted_panel_texas_2008_2009,1
A002357,experiment:prom_converted_panel_texas_2008_2009,0
A002358,experiment:prom_converted_panel_texas_2008_2009,0
A002359,experiment:prom_converted_panel_texas_2008_2009,0
A002447,experiment:prom_converted_panel_texas_2008_2009,0
A002586,experiment:prom_converted_panel_texas_2008_2009,0
A002608,experiment:prom_converted_panel_texas_2008_2009,0
A002612,experiment:prom_converted_panel_texas_2008_2009,1
A002676,experiment:prom_converted_panel_texas_2008_2009,1
A002701,experiment:prom_converted_panel_texas_2008_2009,0
A002723,experiment:prom_converted_panel_texas_2008_2009,0
A002741,experiment:prom_converted_panel_texas_2008_2009,0
A002758,experiment:prom_converted_panel_texas_2008_2009,0
A002771,experiment:prom_converted_panel_texas_2008_2009,0
A002780,experiment:prom_converted_panel_texas_2008_2009,0
A002783,experiment:prom_converted_panel_texas_2008_2009,1
A002798,experiment:prom_converted_panel_texas_2008_2009,0
A002799,experiment:prom_converted_panel_texas_2008_2009,0
A002800,experiment:prom_converted_panel_texas_2008_2009,0
A002950,experiment:prom_converted_panel_texas_2008_2009,0
A002952,experiment:prom_converted_panel_texas_2008_2009,0
A002977,experiment:prom_converted_panel_texas_2008_2009,1
A002978,experiment:prom_converted_panel_texas_2008_2009,0
A002982,experiment:prom_converted_panel_texas_2008_2009,0
A001589,experiment:prom_ethiopia_anthracnose_2019,0
A001591,experiment:prom_ethiopia_anthracnose_2019,1
A001595,experiment:prom_ethiopia_anthracnose_2019,1
A001618,experiment:prom_ethiopia_anthracnose_2019,1
A001620,experiment:prom_ethiopia_anthracnose_2019,1
A001621,experiment:prom_ethiopia_anthracnose_2019,1
A001622,experiment:prom_ethiopia_anthracnose_2019,1
A001623,experiment:prom_ethiopia_anthracnose_2019,1
A001625,experiment:prom_ethiopia_anthracnose_2019,1
A001626,experiment:prom_ethiopia_anthracnose_2019,1
A001627,experiment:prom_ethiopia_anthracnose_2019,1
A001629,experiment:prom_ethiopia_anthracnose_2019,1
A001632,experiment:prom_ethiopia_anthracnose_2019,1
A001633,experiment:prom_ethiopia_anthracnose_2019,1
A001634,experiment:prom_ethiopia_anthracnose_2019,1
A001635,experiment:prom_ethiopia_anthracnose_2019,1
A001638,experiment:prom_ethiopia_anthracnose_2019,1
A001639,experiment:prom_ethiopia_anthracnose_2019,1
A001640,experiment:prom_ethiopia_anthracnose_2019,1
A001641,experiment:prom_ethiopia_anthracnose_2019,1
A001643,experiment:prom_ethiopia_anthracnose_2019,1
A001645,experiment:prom_ethiopia_anthracnose_2019,1
A001646,experiment:prom_ethiopia_anthracnose_2019,1
A001647,experiment:prom_ethiopia_anthracnose_2019,1
A001651,experiment:prom_ethiopia_anthracnose_2019,1
A002818,experiment:prom_ethiopia_anthracnose_2019,1
A001421,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A001425,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A001520,experiment:prom_ethiopia_subset_isabela_2019_2020,1
A001544,experiment:prom_ethiopia_subset_isabela_2019_2020,1
A001553,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A001554,experiment:prom_ethiopia_subset_isabela_2019_2020,1
A001555,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A001556,experiment:prom_ethiopia_subset_isabela_2019_2020,1
A001557,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A001558,experiment:prom_ethiopia_subset_isabela_2019_2020,1
A001592,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A001599,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A001601,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A001602,experiment:prom_ethiopia_subset_isabela_2019_2020,1
A001604,experiment:prom_ethiopia_subset_isabela_2019_2020,1
A001605,experiment:prom_ethiopia_subset_isabela_2019_2020,1
A002211,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A002213,experiment:prom_ethiopia_subset_isabela_2019_2020,1
A002214,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A002252,experiment:prom_ethiopia_subset_isabela_2019_2020,1
A002259,experiment:prom_ethiopia_subset_isabela_2019_2020,1
A002261,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A002263,experiment:prom_ethiopia_subset_isabela_2019_2020,1
A002301,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A002330,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A002331,experiment:prom_ethiopia_subset_isabela_2019_2020,1
A002339,experiment:prom_ethiopia_subset_isabela_2019_2020,1
A002349,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A002351,experiment:prom_ethiopia_subset_isabela_2019_2020,1
A002354,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A002450,experiment:prom_ethiopia_subset_isabela_2019_2020,1
A002451,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A002452,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A002453,experiment:prom_ethiopia_subset_isabela_2019_2020,1
A002701,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A002772,experiment:prom_ethiopia_subset_isabela_2019_2020,1
A002784,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A002785,experiment:prom_ethiopia_subset_isabela_2019_2020,1
A002787,experiment:prom_ethiopia_subset_isabela_2019_2020,1
A002788,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A002789,experiment:prom_ethiopia_subset_isabela_2019_2020,1
A002805,experiment:prom_ethiopia_subset_isabela_2019_2020,1
A003112,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A003411,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A003413,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A003633,experiment:prom_ethiopia_subset_isabela_2019_2020,1
A003634,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A003635,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A003636,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A003637,experiment:prom_ethiopia_subset_isabela_2019_2020,1
A003638,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A003639,experiment:prom_ethiopia_subset_isabela_2019_2020,1
A003640,experiment:prom_ethiopia_subset_isabela_2019_2020,1
A003641,experiment:prom_ethiopia_subset_isabela_2019_2020,1
A003642,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A003643,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A003644,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A003645,experiment:prom_ethiopia_subset_isabela_2019_2020,1
A003647,experiment:prom_ethiopia_subset_isabela_2019_2020,1
A003648,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A003649,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A003650,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A003651,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A003654,experiment:prom_ethiopia_subset_isabela_2019_2020,0
A001433,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A001443,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A001464,experiment:prom_four_country_anthracnose_2007_2008_pr,1
A001465,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A001466,experiment:prom_four_country_anthracnose_2007_2008_pr,1
A001468,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A001471,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A001473,experiment:prom_four_country_anthracnose_2007_2008_pr,1
A001475,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A001522,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A001526,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A001531,experiment:prom_four_country_anthracnose_2007_2008_pr,1
A001541,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A001544,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A001564,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A001571,experiment:prom_four_country_anthracnose_2007_2008_pr,1
A001572,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A001573,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A001574,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A001575,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A001576,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A001577,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A001578,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A001579,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A001580,experiment:prom_four_country_anthracnose_2007_2008_pr,1
A001581,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A001583,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A001585,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A001586,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A001587,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A001588,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A001590,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A001596,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A001606,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A001610,experiment:prom_four_country_anthracnose_2007_2008_pr,1
A001630,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A002417,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A002425,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A002427,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A002463,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A002464,experiment:prom_four_country_anthracnose_2007_2008_pr,0
A002481,experiment:prom_four_country_anthracnose_2007_2008_pr,1
