Source file ID,Source identifier,Source dataset identifier,File role,Acquisition status,Publication or repository page,Download URL,Published filename,Archive format,Archive member path,Access date,Download byte size,Download SHA-256,Archive member byte size,Archive member SHA-256,Required for quantitative analysis,Location of rights information,Notes
prom_converted_lines_grain_biodeterioration_2016_unrecovered_source,prom_converted_lines_grain_biodeterioration_2016,,Phenotype data,Bibliographic information only,https://doi.org/10.3923/ppj.2017.19.24,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.3923/ppj.2017.19.24,"The source reports line ratings, germination, inoculated biodeterioration, and field grain-mold scales."
prom_crops_anthracnose_grain_mold_2024_unrecovered_source,prom_crops_anthracnose_grain_mold_2024,,Other,Source file identified but not retrieved,https://www.mdpi.com/2673-7655/4/4/45,https://www.mdpi.com/article/10.3390/crops4040045/s1,Table S1: accession list only,Single file,,,,,,,Supporting source,Https://www.mdpi.com/2673-7655/4/4/45,"The public supplement lists accessions, and the source tables pair named accessions with disease responses."
prom_cultivar_fungal_germination_2004_unrecovered_source,prom_cultivar_fungal_germination_2004,,Phenotype data,Bibliographic information only,https://doi.org/10.1300/J153v06n01_03,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.1300/J153v06n01_03,The source reports germination and fungal recovery for named cultivars as distinct endpoints.
prom_cultivar_isolate_anthracnose_2021_unrecovered_source,prom_cultivar_isolate_anthracnose_2021,,Phenotype data,Bibliographic information only,https://doi.org/10.1016/j.pmpp.2021.101690,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.1016/j.pmpp.2021.101690,The source reports cultivar responses by isolate mixture and inoculum concentration.
prom_dhurrin_head_smut_2025_unrecovered_source,prom_dhurrin_head_smut_2025,,Other,Bibliographic information only,https://www.mdpi.com/2223-7747/14/5/740,,Unavailable,Single file,,,,,,,Supporting source,Https://www.mdpi.com/2223-7747/14/5/740,The study relates dhurrin measurements to head-smut response using disease values reported in the cited screen.
prom_differentials_other_diseases_niger_2020_pdf,prom_differentials_other_diseases_niger_2020,prom_differentials_other_diseases_niger_2020,Phenotype data,Verified,https://doi.org/10.32861/jac.61.1.4,https://doi.org/10.32861/jac.61.1.4,prom_differentials_other_diseases_niger_2020.pdf,Single file,,2026-07-14,405473,5d3acb61348e33d6398bf09d2d869d39c8a25bb251826438da89861bb63ec276,,,Used in quantitative calculations,Https://doi.org/10.32861/jac.61.1.4,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: PDF page 1.
prom_differentials_other_diseases_niger_2020_unrecovered_source,prom_differentials_other_diseases_niger_2020,,Phenotype data,Bibliographic information only,https://doi.org/10.32861/jac.61.1.4,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.32861/jac.61.1.4,The source reports disease-specific responses for the differential lines.
prom_downy_mildew_markers_pathotypes_2008_unrecovered_source,prom_downy_mildew_markers_pathotypes_2008,,Phenotype data,Bibliographic information only,https://doi.org/10.1186/1471-2156-9-77,,article and supplementary files,Single file,,,,,,,Supporting source,Https://doi.org/10.1186/1471-2156-9-77,The article and supplements report line-by-isolate disease responses and molecular-marker data relevant to downy-mildew pathotypes.
prom_eight_cultivars_fungal_inoculation_2003_unrecovered_source,prom_eight_cultivars_fungal_inoculation_2003,,Phenotype data,Bibliographic information only,https://doi.org/10.1016/S0261-2194(02)00246-6,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.1016/S0261-2194(02)00246-6,The source reports cultivar-by-inoculum values.
prom_ergot_inoculation_genotypes_2005_unrecovered_source,prom_ergot_inoculation_genotypes_2005,,Phenotype data,Bibliographic information only,https://doi.org/10.1300/J153v07n01_02,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.1300/J153v07n01_02,The source reports genotype responses by inoculation technique.
prom_ergot_is8525_2006_unrecovered_source,prom_ergot_is8525_2006,,Other,Bibliographic information only,https://doi.org/10.3923/ppj.2006.216.220,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.3923/ppj.2006.216.220,IS8525 was evaluated for ergot response in a single-genotype experiment; multi-accession screens supply comparative germplasm responses.
prom_ergot_severity_mexico_us_2008_pdf,prom_ergot_severity_mexico_us_2008,prom_ergot_severity_mexico_us_2008,Phenotype data,Verified,https://www.redalyc.org/articulo.oa?id=61226204,https://www.redalyc.org/pdf/612/61226204.pdf,prom_ergot_severity_mexico_us_2008.pdf,Single file,,2026-07-14,181423,571b7a8e5ea0fab0b4ec1696fa067d0553588ffa658708645497719dfdf0609c,,,Used in quantitative calculations,Https://www.redalyc.org/articulo.oa?id=61226204,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: The Redalyc repository provides public read access; reuse follows the publisher's stated terms.
prom_ergot_severity_mexico_us_2008_unrecovered_source,prom_ergot_severity_mexico_us_2008,,Phenotype data,Bibliographic information only,https://openalex.org/W1662864960,,main article tables,Single file,,,,,,,Supporting source,Https://openalex.org/W1662864960,The original article provides location-specific severity and susceptibility measures.
prom_ethiopia_anthracnose_2009_spanish_unrecovered_source,prom_ethiopia_anthracnose_2009_spanish,,Phenotype data,Bibliographic information only,https://doi.org/10.46429/jaupr.v93i3-4.5467,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.46429/jaupr.v93i3-4.5467,The Spanish-language source reports accession-level anthracnose responses and study environments.
prom_ethiopia_anthracnose_pathotypes_2021_unrecovered_source,prom_ethiopia_anthracnose_pathotypes_2021,,Phenotype data,Bibliographic information only,https://doi.org/10.1080/03235408.2021.1988842,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.1080/03235408.2021.1988842,The source reports anthracnose responses of differential lines to individual pathogen isolates.
prom_ethiopia_anthracnose_subset_2022_pdf,prom_ethiopia_anthracnose_subset_2022,prom_ethiopia_anthracnose_subset_2022,Phenotype data,Verified,https://doi.org/10.4236/ajps.2022.1312095,https://doi.org/10.4236/ajps.2022.1312095,prom_ethiopia_anthracnose_subset_2022.pdf,Single file,,2026-07-14,426263,273220ca1afcc9367546d7afa14873e6a20f7cb3a0403a7a5b86e5a24ef6117b,,,Used in quantitative calculations,Https://doi.org/10.4236/ajps.2022.1312095,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: PDF page 1.
prom_ethiopia_anthracnose_subset_2022_unrecovered_source,prom_ethiopia_anthracnose_subset_2022,,Phenotype data,Bibliographic information only,https://doi.org/10.4236/ajps.2022.1312095,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.4236/ajps.2022.1312095,"The 2022 and 2019 Ethiopian reports list accessions, environments, and score columns for anthracnose screening."
prom_ethiopia_anthracnose_weather_2010_pdf,prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,Phenotype data,Verified,https://doi.org/10.3923/ppj.2010.39.46,https://scialert.net/fulltext/?doi=ppj.2010.39.46,prom_ethiopia_anthracnose_weather_2010.pdf,Single file,,2026-07-14,594397,51964d0687485aa5ab42784741db20245ce15ae35d453f33992fa4d14d91890f,,,Used in quantitative calculations,Https://doi.org/10.3923/ppj.2010.39.46,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: The recovered article provides public read access; reuse follows the publisher's stated terms.
prom_ethiopia_anthracnose_weather_2010_unrecovered_source,prom_ethiopia_anthracnose_weather_2010,,Phenotype data,Bibliographic information only,https://doi.org/10.3923/ppj.2010.39.46,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.3923/ppj.2010.39.46,The source reports genotype-specific severity across observation times.
prom_ethiopia_mali_fusarium_2013_pdf,prom_ethiopia_mali_fusarium_2013,prom_ethiopia_mali_fusarium_2013,Phenotype data,Verified,https://jtropag.kau.in/index.php/ojs2/article/view/286,http://jtropag.kau.in/index.php/ojs2/article/download/286/286,prom_ethiopia_mali_fusarium_2013.pdf,Single file,,2026-07-14,162903,e69e90845321a35006002783a0ccec7bd5e339ded48739908cbac73b94325a78,,,Used in quantitative calculations,Https://jtropag.kau.in/index.php/ojs2/article/view/286,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: The public PDF provides read access; reuse follows the publisher's stated terms.
prom_ethiopia_mali_fusarium_2013_unrecovered_source,prom_ethiopia_mali_fusarium_2013,,Phenotype data,Bibliographic information only,http://jtropag.kau.in/index.php/ojs2/article/download/286/286,,article PDF tables,Single file,,,,,,,Supporting source,Http://jtropag.kau.in/index.php/ojs2/article/download/286/286,"The source reports stalk rot, grain infection, and other assay outcomes using its original terminology."
prom_excised_leaf_screen_2015_pdf,prom_excised_leaf_screen_2015,prom_excised_leaf_screen_2015,Phenotype data,Verified,https://doi.org/10.3923/ppj.2016.11.16,https://doi.org/10.3923/ppj.2016.11.16,prom_excised_leaf_screen_2015.pdf,Single file,,2026-07-14,493755,c7b407ea80f03959b4c7108c48a78d9b31f3309819388759cdc78d60f9c2375a,,,Used in quantitative calculations,Https://doi.org/10.3923/ppj.2016.11.16,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: article copyright statement says Creative Commons Attribution License.
prom_excised_leaf_screen_2015_unrecovered_source,prom_excised_leaf_screen_2015,,Phenotype data,Bibliographic information only,https://doi.org/10.3923/ppj.2016.11.16,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.3923/ppj.2016.11.16,The source reports excised-leaf endpoints and whole-plant screening results as distinct outcomes.
prom_four_country_anthracnose_2012_pdf,prom_four_country_anthracnose_2012,prom_four_country_anthracnose_2012,Phenotype data,Verified,https://doi.org/10.4236/ajps.2012.31014,https://doi.org/10.4236/ajps.2012.31014,prom_four_country_anthracnose_2012.pdf,Single file,,2026-07-14,231110,d6a9f3cf806fa0a3f705cd109216453fbab087e7c4b2d2d9b883f2fec0ff0983,,,Used in quantitative calculations,Https://www.scirp.org/journal/paperinformation?paperid=16653,"The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: Official article page footer, https://www.scirp.org/journal/paperinformation?paperid=16653."
prom_four_country_anthracnose_2012_unrecovered_source,prom_four_country_anthracnose_2012,,Phenotype data,Bibliographic information only,https://doi.org/10.4236/ajps.2012.31014,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.4236/ajps.2012.31014,The source reports accession-level anthracnose values.
prom_gambia_mali_downy_mildew_2014_unrecovered_source,prom_gambia_mali_downy_mildew_2014,,Phenotype data,Bibliographic information only,https://doi.org/10.1007/s10327-014-0557-8,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.1007/s10327-014-0557-8,The source reports accession-by-location and pathotype values from Mexico and United States environments.
prom_grain_mold_cultivars_2005_unrecovered_source,prom_grain_mold_cultivars_2005,,Phenotype data,Bibliographic information only,https://doi.org/10.1021/jf050367t,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.1021/jf050367t,The source reports disease responses and biochemical traits as distinct outcomes for named cultivars.
prom_grain_mold_differentials_pr_2023_pdf,prom_grain_mold_differentials_pr_2023,prom_grain_mold_differentials_pr_2023,Phenotype data,Verified,https://doi.org/10.4236/ajps.2023.1411081,https://doi.org/10.4236/ajps.2023.1411081,prom_grain_mold_differentials_pr_2023.pdf,Single file,,2026-07-14,235554,d2f3eb797cbccc77bd0cf11bc4ab3bea9f33929bbaf88fb14c1fae245438a7a4,,,Used in quantitative calculations,Https://doi.org/10.4236/ajps.2023.1411081,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: PDF page 1.
prom_grain_mold_differentials_pr_2023_unrecovered_source,prom_grain_mold_differentials_pr_2023,,Phenotype data,Bibliographic information only,https://doi.org/10.4236/ajps.2023.1411081,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.4236/ajps.2023.1411081,The source reports the article tables. The source also describes the Puerto Rico assay and rating scale as a separate study.
prom_grain_mold_ml_2025_unrecovered_source,prom_grain_mold_ml_2025,,Phenotype data,Bibliographic information only,https://doi.org/10.1038/s41437-025-00783-9,,Unavailable,Single file,,,,,,,Supporting source,Https://doi.org/10.1038/s41437-025-00783-9,The 2025 machine-learning study analyzes grain-mold measurements reported in the cited screening studies.
prom_head_smut_virulence_2011_pdf,prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,Phenotype data,Verified,https://doi.org/10.1094/PDIS-10-10-0720,https://doi.org/10.1094/PDIS-10-10-0720,prom_head_smut_virulence_2011.pdf,Single file,,2026-07-14,626000,306f78db7f323b6356b69812f7ba56bf5876c92eefd635b1d6df8485c1adba4a,,,Used in quantitative calculations,Https://doi.org/10.1094/PDIS-10-10-0720,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: PDF page 1: © 2011 The American Phytopathological Society.
prom_head_smut_virulence_2011_unrecovered_source,prom_head_smut_virulence_2011,,Phenotype data,Bibliographic information only,https://doi.org/10.1094/PDIS-10-10-0720,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.1094/PDIS-10-10-0720,The article and supplement report isolate-specific head-smut ratings from an experiment distinct from the later P5 and P6 studies.
prom_hybrid_seed_mycoflora_texas_2014_unrecovered_source,prom_hybrid_seed_mycoflora_texas_2014,,Other,Bibliographic information only,https://doi.org/10.9734/ajea/2015/14590,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.9734/ajea/2015/14590,"The source reports seed-associated fungi, accession-level disease responses, and fungal-isolation frequencies for named hybrids."
prom_leaf_angle_correction_2021_unrecovered_source,prom_leaf_angle_correction_2021,,Other,Bibliographic information only,https://doi.org/10.1038/s41598-021-89272-7,,correction notice,Single file,,,,,,,Supporting source,Https://doi.org/10.1038/s41598-021-89272-7,This correction applies to the 2020 leaf-angle report.
prom_leaf_blight_ml_2026_unrecovered_source,prom_leaf_blight_ml_2026,,Phenotype data,Bibliographic information only,https://doi.org/10.3390/pathogens15040389,,Unavailable,Single file,,,,,,,Supporting source,Https://doi.org/10.3390/pathogens15040389,The 2026 machine-learning report analyzes leaf-blight measurements from the cited screening study; both publications describe the same experiment.
prom_leaf_tissue_anthracnose_defense_2018_unrecovered_source,prom_leaf_tissue_anthracnose_defense_2018,,Other,Bibliographic information only,https://doi.org/10.1016/j.pmpp.2018.12.008,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.1016/j.pmpp.2018.12.008,The source characterizes tissue responses in sorghum and Johnsongrass in a mechanistic experiment; germplasm rankings derive from dedicated screening studies.
prom_leaf_traits_anthracnose_2020_supplementary_table_s2_docx,prom_leaf_traits_anthracnose_2020,prom_leaf_traits_anthracnose_2020,Phenotype data,Verified,https://doi.org/10.1038/s41598-020-79473-x,https://pmc.ncbi.nlm.nih.gov/articles/PMC7749152/,41598_2020_79473_MOESM2_ESM.docx,Single file,,2026-07-14,39862,c3545bd5a83805d7e8e4dadedfaccdcbbb8e9feff859c3585c80d27d547f94f3,,,Used in quantitative calculations,Https://doi.org/10.1038/s41598-020-79473-x,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: Corrected article license statement in PMC XML.
prom_leaf_traits_anthracnose_2020_unrecovered_source,prom_leaf_traits_anthracnose_2020,,Phenotype data,Bibliographic information only,https://doi.org/10.1038/s41598-020-79473-x,,article and supplementary files,Single file,,,,,,,Supporting source,Https://doi.org/10.1038/s41598-020-79473-x,"The source reports anthracnose phenotypes, stable line labels, and structural leaf traits."
prom_leaf_traits_anthracnose_2020_xml,prom_leaf_traits_anthracnose_2020,prom_leaf_traits_anthracnose_2020,Supporting metadata,Verified,https://doi.org/10.1038/s41598-020-79473-x,https://pmc.ncbi.nlm.nih.gov/articles/PMC7749152/,prom_leaf_traits_anthracnose_2020.xml,Single file,,2026-07-14,72986,eb12f3289645d950f8cf799e1ed436f4ac14978ebe40abc081ee53533f4c926d,,,Used in quantitative calculations,Https://doi.org/10.1038/s41598-020-79473-x,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: PMC XML license statement.
prom_lines_long_smut_grain_mold_2017_pdf,prom_lines_long_smut_grain_mold_2017,prom_lines_long_smut_grain_mold_2017,Phenotype data,Verified,https://doi.org/10.3923/ijpp.2017.23.27,https://doi.org/10.3923/ijpp.2017.23.27,prom_lines_long_smut_grain_mold_2017.pdf,Single file,,2026-07-14,513735,a6e93fbbcf54607c9deac988a76e3eb98967d27b55e82651f54a15f68a6cf6e8,,,Used in quantitative calculations,Https://doi.org/10.3923/ijpp.2017.23.27,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: PDF page 2 copyright statement.
prom_lines_long_smut_grain_mold_2017_unrecovered_source,prom_lines_long_smut_grain_mold_2017,,Phenotype data,Bibliographic information only,https://doi.org/10.3923/ijpp.2017.23.27,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.3923/ijpp.2017.23.27,The source reports long-smut and grain-mold responses for named lines; later reports describe related line and hybrid experiments.
prom_mali_anthracnose_2004_pdf,prom_mali_anthracnose_2004,prom_mali_anthracnose_2004,Phenotype data,Verified,https://doi.org/10.3923/ppj.2004.65.71,https://doi.org/10.3923/ppj.2004.65.71,prom_mali_anthracnose_2004.pdf,Single file,,2026-07-14,1017342,a5a787991dfac718d833d56e77bc3b0f2e025d6984a632453b8685bbf973145f,,,Used in quantitative calculations,Https://doi.org/10.3923/ppj.2004.65.71,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: The public PDF provides read access; reuse follows the publisher's stated terms.
prom_mali_anthracnose_2004_unrecovered_source,prom_mali_anthracnose_2004,,Phenotype data,Bibliographic information only,https://doi.org/10.3923/ppj.2004.65.71,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.3923/ppj.2004.65.71,The source reports accession-level anthracnose values.
prom_mozambique_anthracnose_2006_pdf,prom_mozambique_anthracnose_2006,prom_mozambique_anthracnose_2006,Phenotype data,Verified,https://doi.org/10.3923/ppj.2006.28.34,https://doi.org/10.3923/ppj.2006.28.34,prom_mozambique_anthracnose_2006.pdf,Single file,,2026-07-14,604789,e70d20a4c5678d12eba1672171808829109be2a1a7e7ad688ebd08d9e1d6507e,,,Used in quantitative calculations,Https://doi.org/10.3923/ppj.2006.28.34,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: The public PDF provides read access; reuse follows the publisher's stated terms.
prom_mozambique_anthracnose_2006_unrecovered_source,prom_mozambique_anthracnose_2006,,Phenotype data,Bibliographic information only,https://doi.org/10.3923/ppj.2006.28.34,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.3923/ppj.2006.28.34,The source reports accession-level anthracnose ratings.
prom_near_isogenic_grain_mold_head_smut_2013_unrecovered_source,prom_near_isogenic_grain_mold_head_smut_2013,,Phenotype data,Bibliographic information only,https://doi.org/10.1111/aab.12037,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.1111/aab.12037,Near-isogenic lines were evaluated for grain mold and head smut as distinct disease responses.
prom_niger_disease_incidence_2023_unrecovered_source,prom_niger_disease_incidence_2023,,Other,Bibliographic information only,https://doi.org/10.5539/jps.v12n1p48,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.5539/jps.v12n1p48,"Production-field surveys report the incidence, severity, and prevalence of sorghum diseases in Niger; named-accession screens provide germplasm-level responses."
prom_niger_disease_survey_2020_unrecovered_source,prom_niger_disease_survey_2020,,Other,Bibliographic information only,https://doi.org/10.3923/ppj.2020.106.113,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.3923/ppj.2020.106.113,Production-field surveys document sorghum disease incidence and prevalence in Niger.
prom_niger_senegal_downy_mildew_2024_unrecovered_source,prom_niger_senegal_downy_mildew_2024,,Other,Source file identified but not retrieved,https://doi.org/10.5539/jps.v14n1p1,https://ccsenet.org/journal/index.php/jps/article/download/0/0/51120/55469,article PDF,Single file,,,,,,,Supporting source,Https://doi.org/10.5539/jps.v14n1p1,The article reports study-level downy-mildew results; named-accession studies provide accession-level responses.
prom_panelA_correlation_2024_unrecovered_source,prom_panelA_correlation_2024,,Phenotype data,Bibliographic information only,https://doi.org/10.5539/jps.v13n1p11,,main article and USDA data record,Single file,,,,,,,Supporting source,Https://doi.org/10.5539/jps.v13n1p11,The study reports correlations associated with the Puerto Rico disease measurements from the cited experiment.
prom_planting_depth_head_smut_2014_unrecovered_source,prom_planting_depth_head_smut_2014,,Other,Bibliographic information only,https://doi.org/10.56369/tsaes.1706,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.56369/tsaes.1706,The planting-depth experiment reports head-smut incidence under contrasting planting treatments; named-accession screens provide comparative germplasm responses.
prom_pr10_grain_mold_defense_2009_unrecovered_source,prom_pr10_grain_mold_defense_2009,,Other,Bibliographic information only,https://doi.org/10.1111/j.1364-3703.2009.00580.x,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.1111/j.1364-3703.2009.00580.x,The source reports tissue-expression responses and accession-level disease ratings as distinct outcomes.
prom_pr_mexico_seed_mycoflora_2018_unrecovered_source,prom_pr_mexico_seed_mycoflora_2018,,Phenotype data,Bibliographic information only,https://doi.org/10.3923/ppj.2018.80.86,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.3923/ppj.2018.80.86,"The source reports accession identities, disease responses, fungal-isolation frequencies, and visual grain-mold severity as distinct measures."
prom_ql3_is18760_anthracnose_inheritance_2021_supplementary_table_s1_xlsx,prom_ql3_is18760_anthracnose_inheritance_2021,prom_ql3_is18760_anthracnose_inheritance_2021,Phenotype data,Verified,https://doi.org/10.1038/s41598-021-99994-3,https://pmc.ncbi.nlm.nih.gov/articles/PMC8519964/,41598_2021_99994_MOESM4_ESM.xlsx,Single file,,2026-07-14,1491669,2dea6711beea4c0318b9dc7424fca3ae2e8a77fb13d052eb39517a19341eee48,,,Used in quantitative calculations,Https://doi.org/10.1038/s41598-021-99994-3,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: Article license statement in PMC XML.
prom_ql3_is18760_anthracnose_inheritance_2021_unrecovered_source,prom_ql3_is18760_anthracnose_inheritance_2021,,Phenotype data,Bibliographic information only,https://doi.org/10.1038/s41598-021-99994-3,,article and supplementary files,Single file,,,,,,,Supporting source,Https://doi.org/10.1038/s41598-021-99994-3,The phenotype tables report disease responses and family relationships among the progeny.
prom_ql3_is18760_anthracnose_inheritance_2021_xml,prom_ql3_is18760_anthracnose_inheritance_2021,prom_ql3_is18760_anthracnose_inheritance_2021,Phenotype data,Verified,https://doi.org/10.1038/s41598-021-99994-3,https://pmc.ncbi.nlm.nih.gov/articles/PMC8519964/,prom_ql3_is18760_anthracnose_inheritance_2021.xml,Single file,,2026-07-14,148371,bb650ee94e95cc97a89cb165fb8c89858f5e058f0f421a0e0324ddb4a02b918d,,,Used in quantitative calculations,Https://doi.org/10.1038/s41598-021-99994-3,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: PMC XML license statement.
prom_rna_seq_anthracnose_2021_unrecovered_source,prom_rna_seq_anthracnose_2021,,Other,Bibliographic information only,https://doi.org/10.3389/fgene.2021.722519,,article and sequence data,Single file,,,,,,,Supporting source,Https://doi.org/10.3389/fgene.2021.722519,RNA sequencing characterizes the anthracnose response of the reported sorghum lines.
prom_sap_anthracnose_2018_unrecovered_source,prom_sap_anthracnose_2018,,Phenotype data,Source file identified but not retrieved,https://acsess.onlinelibrary.wiley.com/doi/10.3835/plantgenome2017.11.0099,https://acsess.onlinelibrary.wiley.com/action/downloadSupplement?doi=10.3835%2Fplantgenome2017.11.0099&file=tpg2plantgenome2017110099-sup-0001.xlsx,tpg2plantgenome2017110099-sup-0001.xlsx,Single file,,,,,,,Supporting source,Https://acsess.onlinelibrary.wiley.com/doi/10.3835/plantgenome2017.11.0099,The publisher-hosted XLSX file reports anthracnose phenotypes for Sorghum Association Panel accessions.
prom_sap_fungal_diversity_2021_unrecovered_source,prom_sap_fungal_diversity_2021,,Phenotype data,Bibliographic information only,https://doi.org/10.33495/jacr_v9i11.21.166,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.33495/jacr_v9i11.21.166,The tables report fungal communities associated with the Texas Sorghum Association Panel grain-mold and anthracnose experiments.
prom_sap_grain_mold_correlations_2021_unrecovered_source,prom_sap_grain_mold_correlations_2021,,Phenotype data,Bibliographic information only,https://doi.org/10.32861/jac.81.7.11,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.32861/jac.81.7.11,The 2021 report analyzes disease measurements from the Texas Sorghum Association Panel screen; both publications describe the same experiment.
prom_sap_grain_mold_pr_2019_unrecovered_source,prom_sap_grain_mold_pr_2019,,Phenotype data,Source file identified but not retrieved,https://acsess.onlinelibrary.wiley.com/doi/10.3835/plantgenome2018.09.0070,https://acsess.onlinelibrary.wiley.com/action/downloadSupplement?doi=10.3835%2Fplantgenome2018.09.0070&file=tpg2plantgenome2018090070-sup-0002.xlsx,tpg2plantgenome2018090070-sup-0002.xlsx,Single file,,,,,,,Supporting source,Https://acsess.onlinelibrary.wiley.com/doi/10.3835/plantgenome2018.09.0070,The original XLSX file reports 2014 Isabela and Mayagüez results and the 2015 and 2016 selected cohort.
prom_sap_grain_mold_snp_reanalysis_2021_unrecovered_source,prom_sap_grain_mold_snp_reanalysis_2021,,Phenotype data,Bibliographic information only,https://www.ars.usda.gov/research/publications/publication/?seqNo115=381329,,main article tables,Single file,,,,,,,Supporting source,Https://www.ars.usda.gov/research/publications/publication/?seqNo115=381329,The 2021 SNP report analyzes grain-mold measurements from the Texas Sorghum Association Panel screen; both publications describe the same experiment.
prom_sap_seed_fungal_community_2020_unrecovered_source,prom_sap_seed_fungal_community_2020,,Phenotype data,Bibliographic information only,https://doi.org/10.32861/jac.71.14.19,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.32861/jac.71.14.19,The source reports seed fungal-community measurements associated with the 2020 Texas Sorghum Association Panel grain-mold experiment.
prom_sc112_inheritance_mapping_2014_unrecovered_source,prom_sc112_inheritance_mapping_2014,,Phenotype data,Bibliographic information only,https://doi.org/10.1007/s11032-014-0151-y,,article and supplementary files,Single file,,,,,,,Supporting source,Https://doi.org/10.1007/s11032-014-0151-y,The source reports disease phenotypes and inheritance-family structure also described in the 2020 SC112 recombinant-inbred-line study.
prom_seed_mycoflora_pr_2006_unrecovered_source,prom_seed_mycoflora_pr_2006,,Phenotype data,Bibliographic information only,https://doi.org/10.3923/ppj.2006.106.112,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.3923/ppj.2006.106.112,The source reports fungal-isolation frequencies and disease-severity ratings as distinct outcomes.
prom_seed_quality_ml_2025_unrecovered_source,prom_seed_quality_ml_2025,,Other,Bibliographic information only,https://doi.org/10.1371/journal.pone.0329366,,article and supplementary files,Single file,,,,,,,Supporting source,Https://doi.org/10.1371/journal.pone.0329366,The 2025 machine-learning report analyzes seed-quality measurements from the cited disease screen.
prom_senegal_8leaf_anthracnose_2021_unrecovered_source,prom_senegal_8leaf_anthracnose_2021,,Phenotype data,Source file identified but not retrieved,https://acsess.onlinelibrary.wiley.com/doi/10.1002/tpg2.20097,https://acsess.onlinelibrary.wiley.com/action/downloadSupplement?doi=10.1002%2Ftpg2.20097&file=tpg220097-sup-0001.xlsx,,Single file,,,,,,,Supporting source,Https://acsess.onlinelibrary.wiley.com/doi/10.1002/tpg2.20097,Retrieval and checksum verification cover the article supplement. Dryad 10.5061/dryad.63h8fd4 contains genotype data from a different source.
prom_senegal_anthracnose_ml_2025_figures_bundle,prom_senegal_anthracnose_ml_2025,,Supporting metadata,Verified,https://link.springer.com/article/10.1007/s10142-025-01797-6,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12712112/supplementaryFiles,PMC12712112_SupplementaryFiles.zip,Zip,,2026-07-14,472749,8a1dbaecd77dc52d342a5b22493ceefb159661bbbd49dc403dbf24e24c0bfb64,,,Supporting source,Https://link.springer.com/article/10.1007/s10142-025-01797-6,The recorded SHA-256 identifies the source file used for this study.
